title,price,location,city,size,bedrooms,bathrooms,property_type,date_added,url,scraped_at
"Luxury Furnished 2 Bed Apartment for Sale in Gulberg Heights, Gulberg Greens",1.8 Crore,"Gulberg Heights, Gulberg Greens",Islamabad,"1,360 sqft",2,2,Flat,Added: 2 days ago,https://www.zameen.com/Property/gulberg_greens_gulberg_heights_luxury_furnished_2_bed_apartment_for_sale_in_gulberg_heights_gulberg_greens-52890490-19298-1.html,2026-03-30T16:17:25.302865
2 BEDROOM FLAT FOR SALE | ALL SEPARATE METERS | FAMILY APARTMENTS,65 Lakh,"Soan Garden, Islamabad",Islamabad,815 sqft,2,2,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_soan_garden_2_bedroom_flat_for_sale_all_separate_meters_family_apartments-53335901-338-1.html,2026-03-30T16:17:25.318290
3 BHK FULLY FURNISHED APARTMENT | CORNER + MARGALLA FACING | 1236 sqft,2 Crore,"Smama Star Mall & Residency, Gulberg Greens",Islamabad,"1,236 sqft",3,3,Flat,Added: 2 days ago,https://www.zameen.com/Property/gulberg_greens_smama_star_mall_residency_3_bhk_fully_furnished_apartment_corner_margalla_facing_1236_sqft-52977089-11278-1.html,2026-03-30T16:17:25.333635
1 BED APARTMENT FOR SALE IN SOAN GARDEN,31 Lakh,"Soan Garden - Block B, Soan Garden",Islamabad,400 sqft,1,1,Flat,Added: 2 days ago,https://www.zameen.com/Property/soan_garden_soan_garden_-_block_b_1_bed_apartment_for_sale_in_soan_garden-53797351-3492-1.html,2026-03-30T16:17:25.348987
Four Bedrooms Apartment Available For Sale,3.15 Crore,"Askari Tower 5, DHA Defence Phase 5",Islamabad,"2,955 sqft",4,5,Flat,Added: 3 days ago,https://www.zameen.com/Property/dha_defence_phase_5_askari_tower_5_four_bedrooms_apartment_available_for_sale-53763941-22449-1.html,2026-03-30T16:17:27.906731
Ideally Located One Bed Apartment,1.51 Crore,"J7 Emporium, B-17",Islamabad,916 sqft,1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/b_17_j7_emporium_ideally_located_one_bed_apartment-53839124-17263-1.html,2026-03-30T16:17:27.940132
J7 Emoprium B17 1 Bed Luxury Apartment,1.66 Crore,"J7 Emporium, B-17",Islamabad,"1,004 sqft",1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/b_17_j7_emporium_j7_emoprium_b17_1_bed_luxury_apartment-53933022-17263-1.html,2026-03-30T16:17:27.958211
Studio Residential Apartment,98.17 Lakh,"J7 Emporium, B-17",Islamabad,595 sqft,,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/b_17_j7_emporium_studio_residential_apartment-53830448-17263-1.html,2026-03-30T16:17:27.975057
Flat Available For sale In J7 Emporium,3.07 Crore,"J7 Emporium, B-17",Islamabad,"1,979 sqft",2,2,Flat,Added: 4 days ago,https://www.zameen.com/Property/b_17_j7_emporium_flat_available_for_sale_in_j7_emporium-53842759-17263-1.html,2026-03-30T16:17:27.991042
916 Square Feet Flat In Stunning J7 Emporium Is Available For Sale,1.51 Crore,"J7 Emporium, B-17",Islamabad,916 sqft,1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/b_17_j7_emporium_916_square_feet_flat_in_stunning_j7_emporium_is_available_for_sale-53842758-17263-1.html,2026-03-30T16:17:28.006745
Buy A 705 Square Feet Flat For sale In J7 Emporium,1.16 Crore,"J7 Emporium, B-17",Islamabad,705 sqft,,,Flat,Added: 4 days ago,https://www.zameen.com/Property/b_17_j7_emporium_buy_a_705_square_feet_flat_for_sale_in_j7_emporium-53842757-17263-1.html,2026-03-30T16:17:28.061725
Luxury 3 Bed Duplex Residential Apartment Available For Sale In J7 Emporium .,3.78 Crore,"B-17, Islamabad",Islamabad,"2,520 sqft",3,3,Flat,Added: 4 days ago,https://www.zameen.com/Property/islamabad_b-17_luxury_3_bed_duplex_residential_apartment_available_for_sale_in_j7_emporium-52504589-616-1.html,2026-03-30T16:17:28.144473
Zoo Facing Studio Apartment Available In J7 Emporium on 29 lac booking,1.12 Crore,"B-17, Islamabad",Islamabad,752 sqft,,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/islamabad_b-17_zoo_facing_studio_apartment_available_in_j7_emporium_on_29_lac_booking-53099030-616-1.html,2026-03-30T16:17:28.165359
916 Square Feet Flat Is Available For Sale,1.51 Crore,"J7 Emporium, B-17",Islamabad,916 sqft,1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/b_17_j7_emporium_916_square_feet_flat_is_available_for_sale-53842747-17263-1.html,2026-03-30T16:17:28.180907
Flat For sale In Islamabad,1.16 Crore,"J7 Emporium, B-17",Islamabad,705 sqft,,,Flat,Added: 4 days ago,https://www.zameen.com/Property/b_17_j7_emporium_flat_for_sale_in_islamabad-53842746-17263-1.html,2026-03-30T16:17:28.194750
Find Your Ideal Flat In Islamabad Under Rs. 30674500,3.07 Crore,"J7 Emporium, B-17",Islamabad,"1,979 sqft",2,2,Flat,Added: 4 days ago,https://www.zameen.com/Property/b_17_j7_emporium_find_your_ideal_flat_in_islamabad_under_rs_30674500-53842748-17263-1.html,2026-03-30T16:17:28.210172
E-11/2 Puran Arcade 2 bedroom apartment available for sale .,1.25 Crore,"E-11, Islamabad",Islamabad,628 sqft,2,2,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_e-11_e-11_2_puran_arcade_2_bedroom_apartment_available_for_sale-53985851-329-1.html,2026-03-30T16:17:28.225539
B17 IDEAL LOCATION SOCIETY TRANSFER,45 Lakh,"B-17, Islamabad",Islamabad,400 sqft,1,1,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_b-17_b17_ideal_location_society_transfer-53911151-616-1.html,2026-03-30T16:17:28.240568
1 Bed Commercial For Sale,35 Lakh,"MPCHS - Block B Extension 1, MPCHS - Multi Gardens",Islamabad,350 sqft,1,1,Flat,Added: 2 days ago,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_b_extension_1_1_bed_commercial_for_sale-53888974-16519-1.html,2026-03-30T16:17:28.255696
2 Bed Flat For Sale,65 Lakh,"Soan Garden, Islamabad",Islamabad,940 sqft,2,2,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_soan_garden_2_bed_flat_for_sale-53985483-338-1.html,2026-03-30T16:17:28.271165
Flat Available For Sale Lignum Tower 2 Bed 1410 Sq Feet 4 Floor,1.55 Crore,"Lignum Tower, DHA Defence Phase 2",Islamabad,"1,410 sqft",2,2,Flat,Added: 2 days ago,https://www.zameen.com/Property/dha_defence_phase_2_lignum_tower_flat_available_for_sale_lignum_tower_2_bed_1410_sq_feet_4_floor-53929123-9913-1.html,2026-03-30T16:17:28.286847
1 BED APARTMENT FOR SALE IN SOAN GARDEN,33 Lakh,"Soan Garden - Block B, Soan Garden",Islamabad,450 sqft,1,1,Flat,Added: 2 days ago,https://www.zameen.com/Property/soan_garden_soan_garden_-_block_b_1_bed_apartment_for_sale_in_soan_garden-53797140-3492-1.html,2026-03-30T16:17:28.303783
Buying A Prime Location Flat In G-11/4?,2.25 Crore,"G-11/4, G-11",Islamabad,750 sqft,2,2,Flat,Added: 2 days ago,https://www.zameen.com/Property/g_11_g-11_4_buying_a_prime_location_flat_in_g-11_4-53872460-3333-1.html,2026-03-30T16:17:28.321284
Your Search Ends Right Here With The Beautiful Flat In MPCHS - Multi Gardens At Affordable Price Of Pkr Rs. 5500000,55 Lakh,"MPCHS - Multi Gardens, B-17",Islamabad,560 sqft,,,Flat,Added: 2 days ago,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_your_search_ends_right_here_with_the_beautiful_flat_in_mpchs_-_multi_gardens_at_affordable_price_of_pkr_rs_5500000-53806689-3115-1.html,2026-03-30T16:17:28.336984
Corner 2bed Apartment Available For Sale In D-17 Islamabad,55 Lakh,"Margalla View Society - Block D, Margalla View Housing Society",Islamabad,785 sqft,2,2,Flat,Added: 2 days ago,https://www.zameen.com/Property/margalla_view_housing_society_margalla_view_society_-_block_d_corner_2bed_apartment_available_for_sale_in_d-17_islamabad-52087789-3164-1.html,2026-03-30T16:17:28.352906
Ready To Buy A Flat In Faisal Town - F-18 Faisal Town - F-18,1.05 Crore,"Faisal Town - F-18, Islamabad",Islamabad,"1,050 sqft",2,2,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_ready_to_buy_a_flat_in_faisal_town_-_f-18_faisal_town_-_f-18-52156726-8260-1.html,2026-03-30T16:17:28.368218
Corner 2 Bedroom Apartment Available For Sale In D17 Islamabad,55 Lakh,"Margalla View Society - Block C, Margalla View Housing Society",Islamabad,850 sqft,2,2,Flat,Added: 2 days ago,https://www.zameen.com/Property/margalla_view_housing_society_margalla_view_society_-_block_c_corner_2_bedroom_apartment_available_for_sale_in_d17_islamabad-52325515-3163-1.html,2026-03-30T16:17:28.383659
3 Bed Totally Residential Apartment For Sale In Tulip Apartments Sector D-17 MVHS Islamabad,80 Lakh,"Margalla View Housing Society, D-17",Islamabad,"1,250 sqft",3,3,Flat,Added: 2 days ago,https://www.zameen.com/Property/d_17_margalla_view_housing_society_3_bed_totally_residential_apartment_for_sale_in_tulip_apartments_sector_d-17_mvhs_islamabad-45930659-3160-1.html,2026-03-30T16:17:28.398538
Top City 2 Bed Apartment For Sale,1.25 Crore,"Top City 1, Islamabad",Islamabad,"1,200 sqft",2,2,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_top_city_1_top_city_2_bed_apartment_for_sale-52413769-1383-1.html,2026-03-30T16:17:28.413778
Get In Touch Now To Buy A 916 Square Feet Flat In J7 Emporium Islamabad,37.78 Lakh,"J7 Emporium, B-17",Islamabad,916 sqft,1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/b_17_j7_emporium_get_in_touch_now_to_buy_a_916_square_feet_flat_in_j7_emporium_islamabad-53842740-17263-1.html,2026-03-30T16:17:31.076008
Corner Three Bedrooms With Full Long Terrace,5.49 Crore,"Silver Oaks Apartments, F-10",Islamabad,"1,750 sqft",3,3,Flat,Added: 4 days ago,https://www.zameen.com/Property/f_10_silver_oaks_apartments_corner_three_bedrooms_with_full_long_terrace-48674407-11308-1.html,2026-03-30T16:17:31.104522
2 Bed Zoo Facing Corner Apartment Available For Sale. In CAPITAL SAQUIR Block C Multi Gardens MPCHS B-17 Islamabad.,90 Lakh,"Capital Square, B-17",Islamabad,"1,125 sqft",2,2,Flat,Added: 4 days ago,https://www.zameen.com/Property/b_17_capital_square_2_bed_zoo_facing_corner_apartment_available_for_sale_in_capital_saquir_block_c_multi_gardens_mpchs_b-17_islamabad-53216172-11252-1.html,2026-03-30T16:17:31.120617
3 Bed Corner Apartment on 5th Floor Available For Sale. In CAPITAL SAQUIR Block C Multi Gardens MPCHS B-17 Islamabad.,1.2 Crore,"Capital Square, B-17",Islamabad,"1,515 sqft",2,2,Flat,Added: 4 days ago,https://www.zameen.com/Property/b_17_capital_square_3_bed_corner_apartment_on_5th_floor_available_for_sale_in_capital_saquir_block_c_multi_gardens_mpchs_b-17_islamabad-53216175-11252-1.html,2026-03-30T16:17:31.140846
One Bed Apartment in j7 emporium,86.44 Lakh,"B-17, Islamabad",Islamabad,565 sqft,,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/islamabad_b-17_one_bed_apartment_in_j7_emporium-53951713-616-1.html,2026-03-30T16:17:31.155962
1 Bedroom Defence Residency Dha Phase 2 Gate 2,65 Lakh,"Al-Ghurair Giga - Block 12, Al-Ghurair Giga",Islamabad,602 sqft,1,1,Flat,Added: 4 days ago,https://www.zameen.com/Property/al_ghurair_giga_al-ghurair_giga_-_block_12_1_bedroom_defence_residency_dha_phase_2_gate_2-48738691-15117-1.html,2026-03-30T16:17:31.171322
Gulberg Islamabad 3 Bed Apartment Available For Sale,2.41 Crore,"Mashallah Heights, Gulberg Greens",Islamabad,"1,720 sqft",3,3,Flat,Added: 4 days ago,https://www.zameen.com/Property/gulberg_greens_mashallah_heights_gulberg_islamabad_3_bed_apartment_available_for_sale-53628033-20155-1.html,2026-03-30T16:17:31.232331
PHA I-16 B Type Apartment On 3rd Floor For Sale,96 Lakh,"I-16/3, I-16",Islamabad,"1,496 sqft",3,3,Flat,Added: 5 days ago,https://www.zameen.com/Property/i_16_i-16_3_pha_i-16_b_type_apartment_on_3rd_floor_for_sale-53658391-3437-1.html,2026-03-30T16:17:31.295083
Royal Mall And Residency 2 Bed Apartment 1450 Square Feet With Servant Quarter On 2nd Floor Sun Facing Available For Sale,1.65 Crore,"The Royal Mall and Residency, Bahria Enclave",Islamabad,"1,450 sqft",2,3,Flat,Added: 5 days ago,https://www.zameen.com/Property/bahria_enclave_the_royal_mall_and_residency_royal_mall_and_residency_2_bed_apartment_1450_square_feet_with_servant_quarter_on_2nd_floor_sun_facing_available_for_sale-53324549-10909-1.html,2026-03-30T16:17:31.310683
Luxury Studio Apartment Murree Facing For Sale In Cube Apartments Bahria Enclave Islamabad,70 Lakh,"Cube Apartments, Bahria Enclave",Islamabad,700 sqft,,1,Flat,Added: 5 days ago,https://www.zameen.com/Property/bahria_enclave_cube_apartments_luxury_studio_apartment_murree_facing_for_sale_in_cube_apartments_bahria_enclave_islamabad-53207198-21520-1.html,2026-03-30T16:17:31.331753
Luxus Mall Gulberg Greens Islamabad 2 Bed Top Location Best Luxury 1395sqft Apartment Available For Sale,1.95 Crore,"Gulberg Arena Mall, Gulberg Greens",Islamabad,"1,400 sqft",2,2,Flat,Added: 5 days ago,https://www.zameen.com/Property/gulberg_greens_gulberg_arena_mall_luxus_mall_gulberg_greens_islamabad_2_bed_top_location_best_luxury_1395sqft_apartment_available_for_sale-53233641-19297-1.html,2026-03-30T16:17:31.347558
1bed Apartment At Pavilion 6,2.95 Crore,"Eighteen, Kashmir Highway",Islamabad,970 sqft,1,2,Flat,Added: 5 days ago,https://www.zameen.com/Property/kashmir_highway_eighteen_1bed_apartment_at_pavilion_6-53847005-12602-1.html,2026-03-30T16:17:31.363062
3 Bed Flats for Sale | G-11 Sector Islamabad IBN Sina road,2.45 Crore,"G-11, Islamabad",Islamabad,"1,100 sqft",3,3,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_g-11_3_bed_flats_for_sale_g-11_sector_islamabad_ibn_sina_road-53586332-168-1.html,2026-03-30T16:17:31.378110
"Flat For Sale, D 17, Islamabad",35 Lakh,"D-17, Islamabad",Islamabad,400 sqft,1,1,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_d-17_flat_for_sale_d_17_islamabad-52953422-737-1.html,2026-03-30T16:17:31.393831
Fully Furnished Rented Apartment Is Available For Sale In One Constitution Islamabad,8 Crore,"One Constitution Avenue, Constitution Avenue",Islamabad,"1,700 sqft",2,3,Flat,Added: 2 days ago,https://www.zameen.com/Property/constitution_avenue_one_constitution_avenue_fully_furnished_rented_apartment_is_available_for_sale_in_one_constitution_islamabad-53918269-21856-1.html,2026-03-30T16:17:31.409686
"Brand New 3 Bed Apartment Available For Sale In The Heart Of Islamabad, All Facilities Available",8.9 Crore,"Sukh Chayn Residence, F-10",Islamabad,"2,015 sqft",3,3,Flat,Added: 2 days ago,https://www.zameen.com/Property/f_10_sukh_chayn_residence_brand_new_3_bed_apartment_available_for_sale_in_the_heart_of_islamabad_all_facilities_available-53210408-13589-1.html,2026-03-30T16:17:31.425287
E-11/1 Margalla Hills 2 bedroom apartment available for sale.,2.45 Crore,"E-11, Islamabad",Islamabad,"1,400 sqft",2,2,Flat,Added: 3 days ago,https://www.zameen.com/Property/islamabad_e-11_e-11_1_margalla_hills_2_bedroom_apartment_available_for_sale-53985838-329-1.html,2026-03-30T16:17:31.441297
F-11 Investor Price 3 Bed Apartment Available For Sale,4.5 Crore,"F-11 Markaz, F-11",Islamabad,"2,800 sqft",3,3,Flat,Added: 2 days ago,https://www.zameen.com/Property/f_11_f-11_markaz_f-11_investor_price_3_bed_apartment_available_for_sale-52409334-3286-1.html,2026-03-30T16:17:31.456989
F-11 Luxury Fully Furnished Renovated 3-Bed Apartment Available For Sale,5.5 Crore,"F-11 Markaz, F-11",Islamabad,"2,750 sqft",3,4,Flat,Added: 2 days ago,https://www.zameen.com/Property/f_11_f-11_markaz_f-11_luxury_fully_furnished_renovated_3-bed_apartment_available_for_sale-52904260-3286-1.html,2026-03-30T16:17:31.472514
Luxury Two Bed Terrace Apartment For Sale,3.3 Crore,"Park View City, Islamabad",Islamabad,"1,315 sqft",2,3,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_park_view_city_luxury_two_bed_terrace_apartment_for_sale-53674131-10933-1.html,2026-03-30T16:17:31.489418
Time Square Residence 1 Bed Apartment 650 Sqft Floor 4 Th For Sale,75 Lakh,"Top City 1, Islamabad",Islamabad,650 sqft,1,1,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_top_city_1_time_square_residence_1_bed_apartment_650_sqft_floor_4_th_for_sale-52833518-1383-1.html,2026-03-30T16:17:31.505704
Studio Apartment For Sale 5G Emporium Mall Non Furnish,60 Lakh,"Top City 1, Islamabad",Islamabad,405 sqft,1,1,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_top_city_1_studio_apartment_for_sale_5g_emporium_mall_non_furnish-53576005-1383-1.html,2026-03-30T16:17:31.521003
5 G Emporium Mall 2 Bed Apartment For Sale,2.1 Crore,"Top City 1, Islamabad",Islamabad,"1,510 sqft",2,2,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_top_city_1_5_g_emporium_mall_2_bed_apartment_for_sale-53744807-1383-1.html,2026-03-30T16:17:31.536092
Park Facing 2 Bed Apartment For Sale On Main Boulevard Road,1.12 Crore,"Top City 1, Islamabad",Islamabad,800 sqft,2,2,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_top_city_1_park_facing_2_bed_apartment_for_sale_on_main_boulevard_road-53743278-1383-1.html,2026-03-30T16:17:31.551207
"2 Bedrooms Corner Apartment For Sale In Kunwar Block Markaz Top City 1, Islamabad",1.28 Crore,"Top City 1, Islamabad",Islamabad,911 sqft,2,2,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_top_city_1_2_bedrooms_corner_apartment_for_sale_in_kunwar_block_markaz_top_city_1_islamabad-53777968-1383-1.html,2026-03-30T16:17:31.566555
One Bed Apartment For Sale In DHA 2,37.17 Lakh,"DHA Defence Phase 2, DHA Defence",Islamabad,826 sqft,1,1,Flat,Added: 5 days ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_one_bed_apartment_for_sale_in_dha_2-53937169-339-1.html,2026-03-30T16:17:35.204802
2 Bed Furnished Brand New Apartment For Sale,1.55 Crore,"Top City 1, Islamabad",Islamabad,950 sqft,2,2,Flat,Added: 5 days ago,https://www.zameen.com/Property/islamabad_top_city_1_2_bed_furnished_brand_new_apartment_for_sale-53515540-1383-1.html,2026-03-30T16:17:35.239684
Furnished 1 Bed Apartment For Sale,75 Lakh,"Top City 1, Islamabad",Islamabad,500 sqft,1,1,Flat,Added: 5 days ago,https://www.zameen.com/Property/islamabad_top_city_1_furnished_1_bed_apartment_for_sale-53603390-1383-1.html,2026-03-30T16:17:35.256547
2 Bed Furnished Apartment For Sale,1.45 Crore,"Top City 1, Islamabad",Islamabad,"1,240 sqft",2,2,Flat,Added: 5 days ago,https://www.zameen.com/Property/islamabad_top_city_1_2_bed_furnished_apartment_for_sale-53647968-1383-1.html,2026-03-30T16:17:35.272624
Furnished Studio Apartment For Sale,70 Lakh,"Top City 1, Islamabad",Islamabad,500 sqft,1,1,Flat,Added: 5 days ago,https://www.zameen.com/Property/islamabad_top_city_1_furnished_studio_apartment_for_sale-53648155-1383-1.html,2026-03-30T16:17:35.290357
Flat For Grabs In 1750 Square Feet Islamabad,4.5 Crore,"18 West Residencia, F-11/1",Islamabad,"1,750 sqft",2,2,Flat,Added: 6 days ago,https://www.zameen.com/Property/f_11_1_18_west_residencia_flat_for_grabs_in_1750_square_feet_islamabad-53667199-15522-1.html,2026-03-30T16:17:35.306386
luxury apartments for sale,8.3 Crore,"F-10, Islamabad",Islamabad,"1,960 sqft",3,4,Flat,Added: 6 days ago,https://www.zameen.com/Property/islamabad_f-10_luxury_apartments_for_sale-53804249-162-1.html,2026-03-30T16:17:35.367771
Proper Corner Apartment For Sale In The Arch G11 3,4.4 Crore,"G-11, Islamabad",Islamabad,"2,100 sqft",3,3,Flat,Added: 6 days ago,https://www.zameen.com/Property/islamabad_g-11_proper_corner_apartment_for_sale_in_the_arch_g11_3-53011871-168-1.html,2026-03-30T16:17:35.429370
Corner Ground Floor Flat With Huge Extra Land Housing Foundation G11.3 Fully Renovated,2.6 Crore,"G-11/3, G-11",Islamabad,900 sqft,2,2,Flat,Added: 6 days ago,https://www.zameen.com/Property/g_11_g-11_3_corner_ground_floor_flat_with_huge_extra_land_housing_foundation_g11_3_fully_renovated-53139784-3332-1.html,2026-03-30T16:17:35.449673
2 Bed Corner Front Facing Fully Renovated Apartment For Sale In Warda Hamna 1,3.3 Crore,"G-11, Islamabad",Islamabad,"1,810 sqft",2,2,Flat,Added: 6 days ago,https://www.zameen.com/Property/islamabad_g-11_2_bed_corner_front_facing_fully_renovated_apartment_for_sale_in_warda_hamna_1-53326054-168-1.html,2026-03-30T16:17:35.469943
laxury and smart 3 bed apartment on easy instalment,4.28 Crore,"Mall of Imarat, Jinnah Gardens",Islamabad,"2,005 sqft",3,4,Flat,Added: 6 days ago,https://www.zameen.com/Property/jinnah_gardens_mall_of_imarat_laxury_and_smart_3_bed_apartment_on_easy_instalment-53868580-22031-1.html,2026-03-30T16:17:35.485780
Fully Furnished 2 Bed Airbnb Apartment for Sale High Rental Income,4.31 Crore,"Zeta-1 Mall, GT Road",Islamabad,"1,510 sqft",2,2,Flat,Added: 6 days ago,https://www.zameen.com/Property/gt_road_zeta-1_mall_fully_furnished_2_bed_airbnb_apartment_for_sale_high_rental_income-53732882-16699-1.html,2026-03-30T16:17:35.501746
E-11/1 veranda residencia two bed apartment for sale,2.95 Crore,"E-11, Islamabad",Islamabad,"1,696 sqft",2,2,Flat,Added: 3 days ago,https://www.zameen.com/Property/islamabad_e-11_e-11_1_veranda_residencia_two_bed_apartment_for_sale-53985800-329-1.html,2026-03-30T16:17:35.517043
2 Bedroom's Apartment For Sale in Zarkon Heights G-15 Islamabad,1.9 Crore,"Zarkon Heights, G-15",Islamabad,"1,233 sqft",2,2,Flat,Added: 2 days ago,https://www.zameen.com/Property/g_15_zarkon_heights_2_bedroom_s_apartment_for_sale_in_zarkon_heights_g-15_islamabad-52978113-10169-1.html,2026-03-30T16:17:35.532090
18-west Resdencia Apartment,4.3 Crore,"F-11 Markaz, F-11",Islamabad,"1,788 sqft",2,3,Flat,Added: 18 hours ago,https://www.zameen.com/Property/f_11_f-11_markaz_18-west_resdencia_apartment-53992053-3286-1.html,2026-03-30T16:17:35.547835
Warda Hamna 2,4.5 Crore,"G-11/3, G-11",Islamabad,"1,990 sqft",3,3,Flat,Added: 18 hours ago,https://www.zameen.com/Property/g_11_g-11_3_warda_hamna_2-53992166-3332-1.html,2026-03-30T16:17:35.563296
Prime location space available on installment in Citedal 7 project,6.33 Crore,"New Blue Area, Islamabad",Islamabad,630 sqft,,,Flat,Added: 7 hours ago,https://www.zameen.com/Property/islamabad_new_blue_area_prime_location_space_available_on_installment_in_citedal_7_project-53868067-16810-1.html,2026-03-30T16:17:35.576175
HOTEL ROOM 2 Bed Luxury Apartment For Sale In Main Commercial | TopCity-1 Islamabad,1.8 Crore,"Top City 1, Islamabad",Islamabad,"1,200 sqft",2,2,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_top_city_1_hotel_room_2_bed_luxury_apartment_for_sale_in_main_commercial_topcity-1_islamabad-53869855-1383-1.html,2026-03-30T16:17:35.592223
3 Bed Apartment For Sale In E11,1.3 Crore,"E-11, Islamabad",Islamabad,"1,500 sqft",3,3,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_e-11_3_bed_apartment_for_sale_in_e11-49773270-329-1.html,2026-03-30T16:17:35.608749
1 Bed Flat For Sale In E-11/4,60 Lakh,"E-11/4, E-11",Islamabad,750 sqft,1,1,Flat,Added: 2 days ago,https://www.zameen.com/Property/e_11_e-11_4_1_bed_flat_for_sale_in_e-11_4-48929932-3241-1.html,2026-03-30T16:17:35.624012
1 Bed Apartment For Sale In E11,68 Lakh,"E-11, Islamabad",Islamabad,650 sqft,1,1,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_e-11_1_bed_apartment_for_sale_in_e11-52721231-329-1.html,2026-03-30T16:17:35.640716
2 Bed Apartment For Sale In E11,80 Lakh,"E-11, Islamabad",Islamabad,"1,200 sqft",2,2,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_e-11_2_bed_apartment_for_sale_in_e11-52624773-329-1.html,2026-03-30T16:17:35.655972
1 Bed Apartment For Sale In E11,70 Lakh,"E-11, Islamabad",Islamabad,650 sqft,1,1,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_e-11_1_bed_apartment_for_sale_in_e11-52414539-329-1.html,2026-03-30T16:17:35.670898
2 Bed Apartment For Sale In E-11,85 Lakh,"E-11, Islamabad",Islamabad,"1,175 sqft",2,2,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_e-11_2_bed_apartment_for_sale_in_e-11-50446968-329-1.html,2026-03-30T16:17:35.685963
1 Bed Furnished Flat In E11 For Sale,55 Lakh,"E-11, Islamabad",Islamabad,550 sqft,1,1,Flat,Added: 2 days ago,https://www.zameen.com/Property/islamabad_e-11_1_bed_furnished_flat_in_e11_for_sale-52938064-329-1.html,2026-03-30T16:17:35.701040
Income-Generating 2 Bed Airbnb Apartment for Sale Fully Furnished,4.39 Crore,"Zeta-1 Mall, GT Road",Islamabad,"1,537 sqft",2,2,Flat,Added: 6 days ago,https://www.zameen.com/Property/gt_road_zeta-1_mall_income-generating_2_bed_airbnb_apartment_for_sale_fully_furnished-53732928-16699-1.html,2026-03-30T16:17:39.195340
1750 Square Feet Flat In Stunning Al-Safa Heights Is Available For sale,3.25 Crore,"Al-Safa Heights, F-11 Markaz",Islamabad,"1,750 sqft",2,2,Flat,Added: 6 days ago,https://www.zameen.com/Property/f_11_markaz_al-safa_heights_1750_square_feet_flat_in_stunning_al-safa_heights_is_available_for_sale-53745343-12044-1.html,2026-03-30T16:17:39.231235
"F-11 Markaz, Islamabad | Luxury 4 Bed Apartment For Sale",8.5 Crore,"F-11, Islamabad",Islamabad,"3,620 sqft",4,5,Flat,Added: 6 days ago,https://www.zameen.com/Property/islamabad_f-11_f-11_markaz_islamabad_luxury_4_bed_apartment_for_sale-53747922-163-1.html,2026-03-30T16:17:39.247813
Fully Furnished 2 Bed Apartment For Sale In 18 West F11,4.35 Crore,"18 West Residencia, F-11/1",Islamabad,"1,850 sqft",2,2,Flat,Added: 6 days ago,https://www.zameen.com/Property/f_11_1_18_west_residencia_fully_furnished_2_bed_apartment_for_sale_in_18_west_f11-53445208-15522-1.html,2026-03-30T16:17:39.265682
"Luxurious 2-Bedroom Fully Furnished Apartment for Sale in Karakoram Diplomatic Enclave, Islamabad",7.5 Crore,"Karakoram Diplomatic Enclave, Islamabad",Islamabad,"1,550 sqft",2,2,Flat,Added: 6 days ago,https://www.zameen.com/Property/islamabad_karakoram_diplomatic_enclave_luxurious_2-bedroom_fully_furnished_apartment_for_sale_in_karakoram_diplomatic_enclave_islamabad-52691449-9063-1.html,2026-03-30T16:17:39.282488
Ideally Located Three Bedroom Duplex Apartment,4.62 Crore,"J7 Emporium, B-17",Islamabad,"2,800 sqft",3,3,Flat,Added: 5 days ago,https://www.zameen.com/Property/b_17_j7_emporium_ideally_located_three_bedroom_duplex_apartment-53839126-17263-1.html,2026-03-30T16:17:39.298107
